,Birth_Country,Email,First_Name,Income,Job,Last_name,Loan_Approved,SSN
8373,Aruba,jose67@hotmail.com,Marissa,470702,Naval architect,Thompson,FALSE,572-10-7176
8374,Saint Kitts and Nevis,daniel11@martinez-lambert.com,Nancy,10809,Chartered accountant,Walker,FALSE,417-70-8810
8375,Cameroon,abigailolson@cortez-lopez.com,Brian,57554,Public relations officer,Carter,FALSE,797-47-6617
8376,Syrian Arab Republic,ijohns@gmail.com,Amanda,129180,"Education officer, community",Brooks,FALSE,134-17-9429
8377,Venezuela,millercarol@smith.biz,Joshua,9287,Chiropractor,Scott,FALSE,631-82-1263
8378,Yemen,josephmercer@smith.net,Trevor,435555,Lawyer,Wu,TRUE,642-11-1986
8379,Norway,anthony63@yahoo.com,Rebecca,62913,"Buyer, retail",Bradford,FALSE,611-45-4394
8380,Western Sahara,heather23@yahoo.com,Peter,79811,IT trainer,Banks,TRUE,261-61-2094
8381,Madagascar,luishood@hotmail.com,Daniel,391417,Early years teacher,Black,TRUE,062-50-8357
8382,British Virgin Islands,jeffreyhenry@lewis.com,Robert,245156,"Development worker, international aid",Keller,TRUE,107-18-1967
8383,Morocco,michael45@hotmail.com,Brittany,320658,"Lecturer, further education",Williams,TRUE,836-63-5943
8384,Western Sahara,benjaminsanchez@hotmail.com,David,92335,Financial controller,Duke,TRUE,522-23-3889
8385,Marshall Islands,gutierrezjenna@hotmail.com,Sara,305403,"Therapist, nutritional",Campbell,TRUE,676-34-5319
8386,Denmark,bkline@hotmail.com,Jessica,85906,Public librarian,Owens,TRUE,030-22-5172
8387,Kenya,fullerjames@hotmail.com,Justin,162381,"Psychologist, clinical",Smith,FALSE,890-30-8212
8388,Libyan Arab Jamahiriya,bryanmartin@gmail.com,Kathryn,213518,"Production assistant, television",Huerta,TRUE,706-27-0927
8389,Iceland,davidhayes@love.com,Jenna,119025,Occupational psychologist,Christensen,FALSE,367-12-9335
8390,Tajikistan,xlopez@martinez.com,Michael,496774,Museum/gallery curator,Aguilar,FALSE,005-68-2474
8391,Jersey,wagnermichelle@cowan.com,Alan,195080,Newspaper journalist,Haas,TRUE,892-26-2988
8392,Korea,thomasgonzalez@franklin-hughes.com,Thomas,288086,Therapeutic radiographer,Johnson,FALSE,447-27-6884
8393,Malawi,mkelly@lee-shelton.com,Jennifer,314922,Radio producer,Perkins,TRUE,645-41-2103
8394,Zimbabwe,judy42@pearson.net,Nicholas,68350,Community development worker,Stone,FALSE,187-35-1937
8395,Costa Rica,rgentry@clay-herrera.com,Timothy,223700,Wellsite geologist,Williamson,FALSE,441-98-3221
8396,Saint Lucia,vazquezjonathan@gmail.com,Vanessa,8680,Health service manager,Parker,TRUE,180-91-6004
8397,Niger,michaelrangel@hotmail.com,Christine,373076,Art gallery manager,Prince,TRUE,555-45-4346
8398,Bahamas,uroberts@baker-wood.com,Vincent,363931,"Engineer, structural",Estrada,FALSE,811-55-9662
8399,Myanmar,ricky39@benson.com,Tom,419166,"Conservator, furniture",Rodriguez,TRUE,382-63-6196
8400,Mexico,barajasmark@gmail.com,Rebecca,228673,Event organiser,Lloyd,FALSE,894-14-6640
8401,Palau,karagibson@davis.biz,Angela,100495,Consulting civil engineer,Moore,FALSE,227-55-3071
8402,Bouvet Island (Bouvetoya),tiffany65@yahoo.com,Steven,337135,"Research officer, government",Hendricks,FALSE,157-59-2022
8403,Saint Barthelemy,moralessamuel@yahoo.com,Kelly,301842,Tour manager,Gill,TRUE,273-85-0607
8404,Turkmenistan,tjohnson@yahoo.com,Vincent,13540,Tourist information centre manager,Bates,FALSE,410-27-8413
8405,Romania,ivanrogers@hotmail.com,Tonya,28575,Secretary/administrator,Anderson,FALSE,420-97-5922
8406,Yemen,nlara@yahoo.com,Joshua,467314,Tourist information centre manager,Little,TRUE,445-71-0611
8407,Malaysia,llee@hahn.net,Lee,493159,"Development worker, international aid",Stein,FALSE,227-08-8779
8408,Ireland,usimpson@yahoo.com,Angela,283870,Phytotherapist,Reese,FALSE,137-80-4722
8409,Poland,williamsmith@hotmail.com,Brian,191685,"Administrator, Civil Service",Schmidt,FALSE,458-18-0326
8410,Pakistan,stevensonwillie@yahoo.com,Kristin,346428,Seismic interpreter,Harper,FALSE,272-08-7005
8411,Saint Helena,ashleycarter@zimmerman-bennett.biz,Lance,166639,Proofreader,Duncan,TRUE,576-76-0459
8412,Somalia,donaldtownsend@gmail.com,Arthur,208260,"Scientist, forensic",Johnson,TRUE,238-31-4346
8413,Papua New Guinea,sean27@leonard-ramos.net,Jesse,129278,Prison officer,Ross,TRUE,339-14-3229
8414,Georgia,moralesjessica@johnson.org,Erica,103896,Financial manager,Knight,FALSE,553-48-8926
8415,Indonesia,justin37@gmail.com,Rebecca,269105,Barista,Garcia,FALSE,418-03-5430
8416,Solomon Islands,hforbes@hotmail.com,Heather,188741,Lexicographer,Patrick,FALSE,320-36-8227
8417,Nigeria,bennettchristy@yahoo.com,Veronica,187223,Chief Operating Officer,Yang,FALSE,570-30-8284
8418,Maldives,swansonrose@yahoo.com,Robert,53926,Research scientist (life sciences),Shaw,TRUE,165-42-1564
8419,Saint Pierre and Miquelon,chris06@day-manning.info,Gabriel,102237,"Radiographer, therapeutic",Bennett,FALSE,027-90-5821
8420,Macedonia,gphillips@hotmail.com,Gregory,448038,"Research officer, trade union",Fowler,FALSE,459-91-8788
8421,Venezuela,hollandgregory@brown-hall.org,Cynthia,288207,Arboriculturist,Sullivan,TRUE,466-29-9474
8422,Iceland,brandymiranda@hotmail.com,Joshua,445377,Lobbyist,Ross,TRUE,736-03-8392
8423,Haiti,kingheidi@gmail.com,Amy,81103,Magazine features editor,Richards,FALSE,067-53-1156
8424,Lebanon,melissadavid@romero.biz,Mark,418670,Barista,Lopez,FALSE,513-96-5287
8425,Taiwan,vcastillo@gmail.com,Cynthia,481519,"Designer, fashion/clothing",Murillo,TRUE,814-48-1176
8426,Azerbaijan,edgar58@phelps-howard.com,Courtney,302418,Field trials officer,Moss,TRUE,234-06-4626
8427,Turks and Caicos Islands,christinebrown@davis-murray.biz,Timothy,405384,Public relations account executive,Sanders,FALSE,698-54-2376
8428,Guam,perezmegan@yahoo.com,Brittany,144500,Clinical embryologist,Mccann,FALSE,876-74-3828
8429,Croatia,jhoffman@yahoo.com,Matthew,201876,Glass blower/designer,Hamilton,FALSE,436-09-9372
8430,Mexico,sotosharon@gmail.com,Nicholas,208858,Claims inspector/assessor,Wallace,FALSE,750-80-1013
8431,Angola,jaredvincent@yahoo.com,Scott,197901,Armed forces training and education officer,Johnson,TRUE,413-66-9354
8432,Serbia,riveramichelle@gmail.com,James,455209,"Engineer, drilling",Miller,FALSE,092-88-8576
8433,Mauritania,belinda84@hoover-gonzales.org,Donald,469311,Wellsite geologist,Yates,TRUE,082-69-7362
8434,Barbados,robertwhite@yahoo.com,Michael,420920,Applications developer,Neal,TRUE,342-05-0791
8435,Bhutan,pattersongary@heath.com,John,152370,"Psychologist, prison and probation services",Nelson,TRUE,328-86-5845
8436,Falkland Islands (Malvinas),alvaradosara@gmail.com,Malik,23296,"Teacher, music",Jones,FALSE,490-05-2571
8437,Pitcairn Islands,vernon94@obrien.net,David,32789,Seismic interpreter,Frederick,FALSE,010-03-1445
8438,Anguilla,christina47@reyes.com,Angela,354548,Race relations officer,Webb,TRUE,626-51-9351
8439,Comoros,evansheather@gmail.com,Courtney,64418,Insurance claims handler,Woods,TRUE,427-14-7654
8440,Morocco,richardjohnson@weaver.com,Nathan,22007,Neurosurgeon,Mitchell,TRUE,213-48-5495
8441,Tuvalu,erojas@gmail.com,Cynthia,144820,Wellsite geologist,Moore,FALSE,408-31-8686
8442,Antarctica (the territory South of 60 deg S),maryjames@riley.com,Arthur,455270,Barrister's clerk,Freeman,FALSE,293-68-8824
8443,Saint Pierre and Miquelon,ellisonnathan@gmail.com,Ethan,325021,"Doctor, general practice",Johnson,TRUE,272-73-6861
8444,Niger,ajackson@hotmail.com,Amber,1700,Early years teacher,Cooper,TRUE,585-35-8497
8445,San Marino,parkermike@hotmail.com,Laura,108362,Telecommunications researcher,Sweeney,TRUE,344-76-3916
8446,French Polynesia,dawnmartinez@gay.info,Margaret,291682,Interpreter,Bradley,TRUE,799-62-0746
8447,Turkmenistan,michaelcantrell@yahoo.com,Nicholas,440303,Historic buildings inspector/conservation officer,Norris,TRUE,197-04-7401
8448,Tokelau,christianmullins@yahoo.com,Jessica,407729,"Research officer, political party",Haynes,TRUE,240-41-8941
8449,Thailand,yhernandez@yahoo.com,Karen,79570,Energy engineer,Walker,FALSE,365-46-7658
8450,Namibia,diane18@white-knight.com,Cindy,172978,Games developer,Carter,FALSE,485-15-1960
8451,Gibraltar,prodriguez@hotmail.com,Kristina,300456,Race relations officer,Lewis,TRUE,604-52-2121
8452,Korea,amywise@yahoo.com,Gary,323879,"Scientist, clinical (histocompatibility and immunogenetics)",Ray,FALSE,102-30-5959
8453,Western Sahara,jessicasaunders@alexander.biz,Terry,487009,Media planner,Sullivan,FALSE,432-03-6965
8454,French Guiana,brian58@montgomery-bullock.com,Tony,66545,Professor Emeritus,Shaffer,FALSE,604-19-3367
8455,Pitcairn Islands,angela98@yahoo.com,Rita,141339,Advertising account planner,Stone,TRUE,845-38-5109
8456,Congo,pamela52@anderson-mccarthy.org,Christopher,312304,Occupational therapist,Kent,FALSE,714-89-9873
8457,Aruba,qflores@sanders.net,Justin,122601,Accounting technician,White,FALSE,276-56-1671
8458,Gibraltar,joshuaalvarez@gmail.com,Taylor,72421,Paramedic,Perez,TRUE,222-02-5024
8459,Aruba,brett25@hotmail.com,Brianna,30735,Learning mentor,Love,TRUE,674-29-0288
8460,Ukraine,potterdaniel@cruz.info,Carrie,23363,"Radiographer, diagnostic",Butler,FALSE,584-49-3853
8461,United States Minor Outlying Islands,greencourtney@hotmail.com,Tiffany,260856,Sales promotion account executive,Johnson,FALSE,422-25-2714
8462,Angola,dtaylor@perez.com,Mark,353300,"Psychologist, forensic",Mcdaniel,TRUE,133-97-3451
8463,Switzerland,ijones@reed.com,Jessica,62352,"Editor, magazine features",Stevens,TRUE,436-96-9969
8464,Belarus,max84@yahoo.com,Cheryl,172898,Ship broker,Velasquez,TRUE,829-04-0059
8465,Eritrea,kevin11@yahoo.com,Amy,241573,Fish farm manager,Nelson,TRUE,474-99-7291
8466,Argentina,ymason@johnston-perez.com,Karen,182038,Local government officer,Garcia,TRUE,806-95-3587
8467,Slovakia (Slovak Republic),hudsonmarissa@yahoo.com,Steven,400820,"Producer, television/film/video",Ramirez,FALSE,681-65-9183
8468,Tanzania,dpowers@gmail.com,Dillon,38523,"Engineer, energy",Tapia,FALSE,420-06-8287
8469,United States of America,fowleredward@stein.com,Hunter,468946,"Psychologist, prison and probation services",Walls,TRUE,639-86-0262
8470,Romania,cheryl96@yahoo.com,Jessica,304246,Dancer,Smith,FALSE,893-16-4015
8471,United States Minor Outlying Islands,stevensonmatthew@walker.net,Roger,343776,Technical sales engineer,Christensen,FALSE,668-28-8563
8472,Anguilla,averyivan@hotmail.com,Christopher,14786,Chief Marketing Officer,Lopez,TRUE,463-51-2028
8473,Togo,kimberly14@yahoo.com,Gregory,499370,Medical physicist,Fleming,TRUE,213-90-8878
8474,Guernsey,gonzaleskaitlin@bennett.com,William,469976,Geophysical data processor,Dean,TRUE,518-75-5485
8475,Zimbabwe,vasquezevan@hotmail.com,Antonio,18751,Secretary/administrator,Crane,FALSE,857-15-0505
8476,Norway,sethstein@yahoo.com,Douglas,246490,"Journalist, broadcasting",Mcconnell,FALSE,564-82-7022
8477,Cook Islands,heather73@yahoo.com,Christopher,90481,"Research officer, government",Newton,FALSE,268-73-9546
8478,French Polynesia,hallstephen@hotmail.com,Susan,71770,"Administrator, local government",Ortiz,FALSE,395-56-7565
8479,Dominican Republic,sean66@gmail.com,Nicholas,109318,"Biochemist, clinical",Hicks,TRUE,082-38-5836
8480,Togo,brian66@gmail.com,Joshua,364759,Multimedia programmer,Lara,FALSE,363-61-4821
8481,Saint Lucia,htaylor@harper.com,Daniel,204740,Physiotherapist,Johnston,TRUE,242-78-5460
8482,China,randy20@yahoo.com,Ashley,71885,"Nurse, mental health",Nelson,TRUE,025-84-6068
8483,Liechtenstein,jenniferroth@gmail.com,Taylor,343701,Financial trader,Orozco,TRUE,219-32-0388
8484,Liechtenstein,aliciachandler@whitaker.com,Theresa,337760,Heritage manager,Williams,FALSE,642-74-0913
8485,Montserrat,anna47@hotmail.com,Robert,124938,Dancer,Bartlett,TRUE,611-91-5014
8486,Aruba,thomasholmes@yahoo.com,Christopher,282402,Emergency planning/management officer,Jones,FALSE,169-32-5242
8487,Indonesia,blackcrystal@beard-ray.com,Amy,146047,"Education officer, community",Porter,FALSE,354-14-1468
8488,Bosnia and Herzegovina,michelleswanson@hoffman.com,Alyssa,418145,Chief Strategy Officer,Jimenez,TRUE,181-30-2408
8489,South Africa,robertbullock@andrews.com,Bruce,316363,Scientific laboratory technician,Rocha,TRUE,286-39-1267
8490,Indonesia,jordanwilkerson@hotmail.com,Jeffrey,392032,Futures trader,Vasquez,FALSE,395-87-5507
8491,Zimbabwe,delgadorebecca@liu.net,Haley,378738,Animal nutritionist,Butler,FALSE,642-70-9160
8492,Paraguay,lwhitaker@yahoo.com,Theresa,130234,Science writer,Delacruz,TRUE,209-01-6925
8493,Equatorial Guinea,angelcraig@gmail.com,Bruce,436874,"Conservator, museum/gallery",Gardner,TRUE,054-06-9955
8494,United Kingdom,daniellewallace@harrison-cruz.net,Lawrence,399101,Marine scientist,Dillon,TRUE,715-65-5695
8495,Guatemala,fosteredward@hendrix-schaefer.info,Matthew,403626,Passenger transport manager,Campbell,FALSE,341-90-3252
8496,Slovakia (Slovak Republic),kevinrobinson@castillo.net,Tina,485728,Product/process development scientist,Stewart,TRUE,327-61-6920
8497,Austria,heather04@hotmail.com,Deborah,241916,Mining engineer,Moore,TRUE,218-90-0700
8498,Bolivia,eyang@yahoo.com,Maureen,219017,Dietitian,Mclean,TRUE,728-77-0664
8499,Svalbard & Jan Mayen Islands,lthompson@coleman-stevenson.com,Colleen,434372,Pharmacologist,Gutierrez,TRUE,232-33-1409
8500,Martinique,smurphy@gmail.com,Joseph,154258,Quarry manager,Holmes,FALSE,714-98-3324
8501,Kuwait,jennifer33@coleman.info,Tina,188815,"Copywriter, advertising",Hardy,TRUE,094-21-0992
8502,Pitcairn Islands,richardscatherine@hotmail.com,Ashley,1302,Theatre stage manager,Eaton,TRUE,644-06-9344
8503,Liechtenstein,xgarrett@gmail.com,David,281620,Risk manager,Moyer,FALSE,337-09-3351
8504,Belarus,sandraking@rowe.com,Robert,273775,"Surveyor, building",Chang,TRUE,515-39-1919
8505,Equatorial Guinea,lfuller@miller.net,Jamie,34919,Public relations officer,Schmidt,TRUE,681-51-4995
8506,Guatemala,coopermiranda@phillips.info,Edward,128167,"Journalist, broadcasting",Collins,TRUE,769-82-0535
8507,Guyana,angela11@hotmail.com,Kayla,249528,Training and development officer,Conner,TRUE,014-51-4143
8508,Switzerland,edwin57@yahoo.com,Anne,46811,Technical author,Whitehead,TRUE,503-09-4254
8509,Brunei Darussalam,jmccormick@king.com,Mr.,95693,"Nurse, adult",Lucas,TRUE,757-41-0331
8510,Samoa,nicolerichardson@hill.com,Miguel,343774,"Engineer, communications",White,TRUE,623-13-0820
8511,Congo,samantha08@ramirez.biz,Jessica,143667,"Engineer, electronics",Fritz,FALSE,593-32-8009
8512,Cuba,gardnerrebecca@gmail.com,Wayne,88727,Armed forces technical officer,Mills,TRUE,219-78-4953
8513,Namibia,karensavage@hall-walker.org,Emily,309631,"Teacher, special educational needs",Brown,FALSE,808-84-2270
8514,Brazil,timothyacosta@riddle.info,Shannon,47026,"Producer, television/film/video",Kerr,FALSE,697-34-6361
8515,Estonia,yhaley@suarez-taylor.biz,John,238886,Dentist,Carter,FALSE,318-38-3511
8516,Guyana,amanda94@hotmail.com,Jennifer,48702,Building services engineer,Wright,TRUE,593-49-1666
8517,Samoa,kathleen38@vazquez-jenkins.com,Kevin,407416,"Surveyor, rural practice",Taylor,FALSE,596-60-1783
8518,Paraguay,knappjoseph@zavala.com,Kim,87019,Radio producer,Johnson,FALSE,437-39-5449
8519,Cote d'Ivoire,egarcia@miller.com,Arthur,443145,"Engineer, electrical",Johnson,TRUE,814-61-7840
8520,Vietnam,pmcguire@hotmail.com,Catherine,288837,"Nurse, adult",Thompson,TRUE,215-44-8481
8521,Fiji,christopher01@lynch.com,David,301730,"Surveyor, quantity",Lopez,FALSE,741-01-1202
8522,Serbia,graybelinda@yahoo.com,Daniel,396966,Building control surveyor,Cooley,FALSE,790-52-0076
8523,Bahrain,srivera@vasquez-williams.com,Mary,365957,Archaeologist,George,FALSE,029-19-3052
8524,Honduras,umatthews@schmidt.info,Lindsey,381011,Probation officer,Boyd,TRUE,048-01-6082
8525,El Salvador,ibarker@yahoo.com,Nicole,325336,Medical secretary,Vang,TRUE,470-45-2484
8526,Burundi,brianrubio@gmail.com,Alec,63895,Electronics engineer,Cook,TRUE,776-60-4848
8527,Cape Verde,meredith12@yahoo.com,Andrew,405214,"Research officer, government",Graham,TRUE,622-90-0882
8528,Georgia,zachary08@lee.org,Melissa,235717,Environmental education officer,Payne,TRUE,275-30-6667
8529,Eritrea,nancy08@jordan-pierce.com,Linda,355259,"Psychotherapist, child",Garrett,FALSE,611-53-4833
8530,Svalbard & Jan Mayen Islands,jesus64@melendez.biz,Michelle,269703,Animal nutritionist,Vega,TRUE,518-85-3459
8531,Azerbaijan,rangelnicholas@davis.com,Kimberly,118211,Travel agency manager,Powell,TRUE,683-77-8300
8532,Kazakhstan,jasmine67@cardenas.org,Richard,397239,Interior and spatial designer,Elliott,TRUE,196-60-9375
8533,Namibia,craigsmith@yahoo.com,Steven,52369,"Investment banker, operational",Wilcox,FALSE,562-58-7046
8534,Georgia,cookbrett@yahoo.com,John,82765,"Teacher, special educational needs",Campbell,TRUE,167-90-6639
8535,Korea,hodaniel@hotmail.com,Bobby,449392,Therapeutic radiographer,Harris,FALSE,656-24-7103
8536,Congo,xmurphy@hotmail.com,Anthony,153074,"Nurse, children's",Glass,FALSE,464-18-0746
8537,Netherlands Antilles,nicole77@yahoo.com,Chase,362380,Social worker,Mcneil,FALSE,015-73-3864
8538,Djibouti,levinelindsay@yahoo.com,Cody,191951,Environmental health practitioner,Baker,TRUE,494-80-9508
8539,Venezuela,andrea15@ellis.net,Courtney,192613,"Research officer, government",Martinez,TRUE,102-97-4176
8540,Belgium,harrisdennis@yahoo.com,Daniel,495486,Illustrator,Johnson,FALSE,136-32-1672
8541,Taiwan,hallsteven@wheeler-moses.info,Angela,445805,Transport planner,Bennett,FALSE,434-14-0279
8542,Oman,jeremy73@ibarra-rivers.biz,Paul,101463,Financial trader,Levy,TRUE,451-53-5842
8543,Pitcairn Islands,imarshall@robinson-schneider.net,Tracy,199868,Best boy,Holmes,TRUE,451-76-2536
8544,Macao,clarkjeff@hotmail.com,Alexis,51850,Publishing copy,Williams,FALSE,350-40-4875
8545,Jamaica,peterdecker@wilson.com,Sarah,79455,Agricultural engineer,Edwards,FALSE,578-41-2364
8546,Latvia,nphelps@ayers.info,Loretta,312285,"Designer, jewellery",Hernandez,FALSE,143-70-4021
8547,Tonga,treyes@yahoo.com,Scott,232142,Diplomatic Services operational officer,Phillips,TRUE,802-97-8499
8548,Mali,atkinsonamy@may-horton.com,Robert,131609,Network engineer,Adams,FALSE,438-51-7451
8549,Albania,juan03@rojas.com,Diane,224143,"Conservation officer, nature",Combs,TRUE,803-04-1647
8550,Chile,jennifer91@jackson-krueger.com,Ronald,393997,Television/film/video producer,Brown,TRUE,159-97-9807
8551,Switzerland,williamsonpeter@meadows-huber.com,Veronica,467396,Occupational psychologist,Ray,TRUE,761-23-9795
8552,Anguilla,hallfelicia@quinn.com,Adam,87724,Building surveyor,Bell,FALSE,349-68-5544
8553,Christmas Island,michael88@armstrong-rojas.com,Amanda,63644,Environmental manager,Brewer,TRUE,427-22-5712
8554,Algeria,jenniferwilliams@hotmail.com,Blake,191300,"Librarian, public",Tanner,TRUE,745-85-8169
8555,Afghanistan,farrelljames@wood-jones.com,Christopher,334358,"Surveyor, insurance",Wu,TRUE,870-43-1820
8556,Trinidad and Tobago,jacksonjason@hotmail.com,Mr.,360491,Games developer,Ivan,TRUE,864-23-2798
8557,Tokelau,ashley12@king-harrington.com,Theresa,352629,Video editor,Dillon,TRUE,706-69-8675
8558,Saint Vincent and the Grenadines,elizabeth14@garcia.biz,Kevin,331854,Education administrator,Hall,FALSE,082-02-6215
8559,Venezuela,john85@yahoo.com,Jonathan,267261,Advertising art director,Nelson,FALSE,589-85-5750
8560,Burkina Faso,ashleyjohnson@jones.com,Paul,363608,Research scientist (physical sciences),Robinson,TRUE,136-16-0597
8561,Saint Helena,mooremelissa@galloway.info,Ana,446216,Pharmacologist,Marks,FALSE,689-25-9983
8562,Lesotho,ecarroll@moore-coleman.biz,Christina,261447,"Accountant, chartered certified",Hernandez,FALSE,771-16-0982
